iter	MAE
1665	6.221434897
1666	6.221411117
1667	6.221396095
1668	6.221384691
1669	6.221376536
1670	6.22136743
1671	6.221355554
1672	6.221339912
1673	6.221324655
1674	6.221314596
1675	6.221303593
1676	6.221294286
1677	6.221277853
1678	6.221267632
1679	6.22125423
1680	6.221233635
1681	6.221224023
1682	6.221208889
1683	6.221193971
1684	6.221177106
1685	6.221163129
1686	6.221151161
1687	6.221134089
1688	6.221120926
1689	6.221105118
1690	6.221100568
1691	6.221086788
1692	6.22106905
1693	6.221050985
1694	6.221044228
1695	6.221029346
1696	6.221014146
1697	6.22099612
1698	6.220980515
1699	6.220968712
1700	6.220957556
1701	6.220944087
1702	6.220933863
1703	6.220922384
1704	6.220905902
1705	6.220898332
1706	6.220884063
1707	6.220875786
1708	6.220864612
1709	6.220853031
1710	6.220842418
1711	6.220826482
1712	6.220810985
1713	6.220797745
1714	6.220777362
1715	6.220764333
1716	6.220750735
1717	6.220739949
1718	6.220728507
1719	6.22072069
1720	6.220712499
1721	6.220705525
1722	6.220696416
1723	6.220687084
1724	6.220658231
1725	6.220640009
1726	6.220631513
1727	6.220622066
1728	6.220614641
1729	6.220597325
1730	6.220582796
1731	6.220567948
1732	6.220555688
1733	6.220546727
1734	6.220531299
1735	6.220514798
1736	6.22050041
1737	6.220479596
1738	6.220459487
1739	6.220450633
1740	6.220435009
1741	6.220421892
1742	6.220401187
1743	6.220373545
1744	6.220359774
1745	6.220344929
1746	6.22032784
1747	6.220320403
1748	6.220294655
1749	6.220279991
1750	6.220270594
1751	6.22025632
1752	6.220246502
1753	6.220238689
1754	6.220231412
1755	6.220213722
1756	6.2202058
1757	6.220192469
1758	6.220184842
1759	6.220174865
1760	6.220162826
1761	6.220153403
1762	6.220135865
1763	6.220103497
1764	6.220097131
1765	6.220083849
1766	6.220071406
1767	6.220056931
1768	6.220035874
1769	6.220022079
1770	6.220011913
1771	6.220003874
1772	6.219983839
1773	6.219969249
1774	6.219963807
1775	6.219955162
1776	6.219942164
1777	6.219925202
1778	6.219907206
1779	6.219896359
1780	6.219886458
1781	6.219871748
1782	6.219855204
1783	6.219843409
1784	6.219831827
1785	6.219825312
1786	6.219811298
1787	6.219802991
1788	6.219787195
1789	6.219778728
1790	6.21976893
1791	6.219756271
1792	6.219745803
1793	6.219729865
1794	6.219718067
1795	6.219708095
1796	6.219699396
1797	6.219687739
1798	6.219680974
1799	6.219666005
1800	6.21965426
1801	6.219641906
1802	6.21963002
1803	6.219620094
1804	6.21961163
1805	6.219602334
1806	6.219591177
1807	6.219570809
1808	6.219561853
1809	6.219549566
1810	6.219540167
1811	6.219528349
1812	6.219522603
1813	6.219492654
1814	6.219480992
1815	6.219463732
1816	6.219437874
1817	6.219432006
1818	6.219415757
1819	6.219391046
1820	6.219377045
1821	6.219370851
1822	6.219357555
1823	6.219345393
1824	6.219338055
1825	6.219323977
1826	6.219318571
1827	6.219303497
1828	6.219291235
1829	6.219280417
1830	6.219270209
1831	6.219259479
1832	6.219249859
1833	6.219241484
1834	6.219234514
1835	6.219220058
1836	6.219206199
1837	6.219181632
1838	6.219166475
1839	6.219149153
1840	6.219139633
1841	6.219130128
1842	6.219121933
1843	6.219109886
1844	6.21909316
1845	6.219083679
1846	6.219066928
1847	6.219051768
1848	6.219037298
1849	6.21902422
1850	6.219013636
1851	6.219001107
1852	6.218991381
1853	6.218982795
1854	6.218972178
1855	6.218962474
1856	6.218953162
1857	6.21894036
1858	6.218923173
1859	6.218911307
1860	6.218897988
1861	6.218881086
1862	6.218870242
1863	6.218858275
1864	6.218843586
1865	6.218831541
1866	6.218823674
1867	6.218816918
1868	6.21880292
1869	6.218793741
1870	6.218778315
1871	6.218769272
1872	6.218760562
1873	6.218750519
1874	6.218728325
1875	6.21871446
1876	6.218700891
1877	6.218684906
1878	6.218673017
1879	6.218661398
1880	6.218651614
1881	6.218638956
1882	6.218624404
1883	6.218609452
1884	6.218596144
1885	6.218583771
1886	6.218568586
1887	6.218561904
1888	6.218551106
1889	6.218537384
1890	6.218526839
1891	6.218509819
1892	6.218497363
1893	6.218484138
1894	6.218458449
1895	6.218448886
1896	6.218439881
1897	6.218431639
1898	6.218411904
1899	6.218396852
1900	6.218387166
1901	6.218375239
1902	6.218360982
1903	6.218349455
1904	6.218334163
1905	6.218318922
1906	6.218307041
1907	6.218283084
1908	6.218264199
1909	6.218246453
1910	6.218238402
1911	6.218232439
1912	6.218223915
1913	6.218215678
1914	6.218205878
1915	6.218194295
1916	6.218176634
1917	6.218168915
1918	6.2181538
1919	6.218139395
1920	6.218125706
1921	6.218118923
1922	6.218105151
1923	6.218089402
1924	6.218070919
1925	6.218058239
1926	6.218048136
1927	6.218037606
1928	6.218023432
1929	6.218010835
1930	6.21799579
1931	6.217983396
1932	6.217967398
1933	6.217954417
1934	6.217947524
1935	6.217938834
1936	6.217928475
1937	6.217914378
1938	6.217905641
1939	6.217896779
1940	6.21788427
1941	6.217875852
1942	6.217869777
1943	6.21785703
1944	6.217849605
1945	6.217841202
1946	6.217829549
1947	6.21782187
1948	6.217808671
1949	6.217793731
1950	6.217781477
1951	6.217770451
1952	6.217759876
1953	6.217743078
1954	6.217730242
1955	6.217721399
1956	6.217708404
1957	6.217699572
1958	6.217693631
1959	6.217684669
1960	6.217672646
1961	6.217652591
1962	6.217639088
1963	6.217629312
1964	6.217617209
1965	6.217599844
1966	6.217587488
1967	6.217576478
1968	6.217568965
1969	6.217558084
1970	6.217548485
1971	6.217535839
1972	6.217517379
1973	6.217501437
1974	6.217486708
1975	6.217473316
1976	6.217468358
1977	6.217455731
1978	6.217445477
1979	6.217424683
1980	6.217413015
1981	6.217392938
1982	6.217378115
1983	6.217369306
1984	6.21733141
1985	6.217320509
1986	6.21731157
1987	6.217303178
1988	6.217287867
1989	6.217273893
1990	6.217260624
1991	6.217254048
1992	6.217239079
1993	6.217226485
1994	6.217216149
1995	6.217206602
1996	6.217193074
1997	6.217184315
1998	6.217172298
1999	6.217156374
2000	6.217143556
2001	6.217131587
2002	6.217117384
2003	6.217097618
2004	6.217086784
2005	6.217075806
2006	6.217064738
2007	6.217055027
2008	6.217048482
2009	6.217035234
2010	6.21702531
2011	6.217011908
2012	6.216999879
2013	6.216989515
2014	6.216974309
2015	6.216957276
2016	6.216943211
2017	6.216927986
2018	6.216916351
2019	6.216898767
2020	6.216884571
2021	6.216875668
2022	6.216860213
2023	6.216847894
2024	6.216840281
2025	6.216823724
2026	6.216807329
2027	6.21679855
2028	6.216782913
2029	6.216770408
2030	6.216760255
2031	6.216752949
2032	6.216741232
2033	6.21673494
2034	6.216717814
2035	6.216703553
2036	6.216686921
2037	6.21666674
2038	6.216650273
2039	6.216639432
2040	6.21662828
2041	6.21661658
2042	6.21660378
2043	6.216586069
2044	6.216569952
2045	6.216559954
2046	6.216538711
2047	6.216523901
2048	6.216507844
2049	6.216498343
2050	6.216485374
2051	6.216473512
2052	6.216465608
2053	6.216447675
2054	6.216437723
2055	6.216424486
2056	6.216410967
2057	6.216397689
2058	6.216380745
2059	6.216371026
2060	6.216362148
2061	6.216353212
2062	6.216341531
2063	6.216328094
2064	6.216316833
2065	6.216310352
2066	6.216301148
2067	6.216292243
2068	6.216282072
2069	6.216270337
2070	6.216261766
2071	6.216235262
2072	6.216218268
2073	6.216206235
2074	6.216192465
2075	6.216182818
2076	6.216175405
2077	6.216163933
2078	6.216145545
2079	6.21613542
2080	6.216123323
2081	6.216111152
2082	6.216091768
2083	6.21608267
2084	6.216071194
2085	6.216054278
2086	6.216045136
2087	6.21603622
2088	6.216026732
2089	6.216016149
2090	6.216006516
2091	6.215997226
2092	6.215983657
2093	6.215975895
2094	6.215968658
2095	6.215954301
2096	6.215947561
2097	6.215936315
2098	6.215928841
2099	6.215919474
2100	6.215909295
2101	6.215898431
2102	6.215887513
2103	6.215872416
2104	6.215862868
2105	6.215846116
2106	6.215836171
2107	6.215823597
2108	6.215810408
2109	6.215794064
2110	6.215785303
2111	6.215769517
2112	6.215763378
2113	6.215754794
2114	6.215742132
2115	6.215736434
2116	6.215727489
2117	6.215713985
2118	6.2156986
2119	6.215684732
2120	6.215679963
2121	6.21566921
2122	6.215653396
2123	6.215646641
2124	6.215640645
2125	6.215620633
2126	6.215612004
2127	6.215600525
2128	6.21558245
2129	6.215564357
2130	6.215545952
2131	6.215538523
2132	6.215531535
2133	6.2155127
2134	6.215504737
2135	6.215496367
2136	6.215485669
2137	6.215481144
2138	6.215469398
2139	6.21546333
2140	6.215456728
2141	6.215430337
2142	6.21541843
2143	6.215401013
2144	6.215393625
2145	6.215380708
2146	6.215375063
2147	6.215368422
2148	6.215355452
2149	6.215349737
2150	6.215338702
2151	6.215323888
2152	6.215307318
2153	6.215295909
2154	6.215289698
2155	6.215279654
2156	6.215272571
2157	6.215261941
2158	6.215240599
2159	6.215225017
2160	6.215212583
2161	6.215203347
2162	6.215188189
2163	6.215179107
2164	6.215168593
2165	6.21515507
2166	6.215141488
2167	6.215119232
2168	6.215114447
2169	6.215106205
2170	6.215096756
2171	6.215076597
2172	6.215062548
2173	6.215052854
2174	6.215045586
2175	6.215033123
2176	6.215001747
2177	6.21499219
2178	6.214971142
2179	6.214957101
2180	6.214948105
2181	6.214938014
2182	6.214926728
2183	6.214917069
2184	6.214906717
2185	6.214899735
2186	6.214890133
2187	6.214884155
2188	6.214868546
2189	6.214856628
2190	6.2148507
2191	6.214834679
2192	6.21482338
2193	6.214812975
2194	6.21480402
2195	6.214797045
2196	6.214790719
2197	6.214780138
2198	6.214773105
2199	6.214763103
2200	6.214752364
2201	6.214743457
2202	6.214734223
2203	6.214727068
2204	6.214718311
2205	6.214698371
2206	6.21469057
2207	6.214675755
2208	6.214667166
2209	6.214651279
2210	6.214633574
2211	6.214618491
2212	6.214604882
2213	6.214599126
2214	6.214586647
2215	6.214569671
2216	6.214559245
2217	6.214551705
2218	6.214537698
2219	6.214526426
2220	6.214519455
2221	6.214511863
2222	6.214500769
2223	6.214486652
2224	6.214479839
2225	6.214464364
2226	6.214455319
2227	6.214444346
2228	6.2144341
2229	6.214428164
2230	6.214414846
2231	6.214401797
2232	6.214389345
2233	6.214382112
2234	6.214376927
2235	6.214366628
2236	6.21435632
2237	6.214343886
2238	6.214334455
2239	6.214327358
2240	6.214320217
2241	6.214308969
2242	6.214302262
2243	6.214286379
2244	6.214278203
2245	6.214270522
2246	6.214259306
2247	6.21424705
2248	6.214237442
2249	6.21422841
2250	6.214208815
2251	6.214197312
2252	6.214183906
2253	6.214180471
2254	6.214170014
2255	6.214161324
2256	6.214152606
2257	6.214133829
2258	6.214117546
2259	6.214102588
2260	6.214091041
2261	6.214080572
2262	6.214068567
2263	6.214053689
2264	6.214047952
2265	6.214034103
2266	6.214019882
2267	6.214007192
2268	6.213996147
2269	6.21397784
2270	6.213959542
2271	6.213951295
2272	6.21394144
2273	6.213935926
2274	6.213931409
2275	6.213923564
2276	6.213908528
2277	6.213899547
2278	6.213888866
2279	6.213881298
2280	6.213874434
2281	6.21386366
2282	6.213842344
2283	6.213831571
2284	6.213820404
2285	6.213808116
2286	6.213795601
2287	6.213783196
2288	6.213776114
2289	6.213766637
2290	6.213757157
2291	6.213748574
2292	6.213742758
2293	6.213732526
2294	6.21371938
2295	6.213709129
2296	6.213692975
2297	6.21368311
2298	6.21367117
2299	6.213659385
2300	6.213649736
2301	6.213639981
2302	6.213620356
2303	6.213613266
2304	6.213597206
2305	6.213590379
2306	6.213580106
2307	6.21356639
2308	6.213554537
2309	6.213542072
2310	6.213529975
2311	6.213515143
2312	6.213499423
2313	6.213493983
2314	6.213487586
2315	6.213475871
2316	6.213466149
2317	6.213456991
2318	6.213450546
2319	6.213438628
2320	6.213427555
2321	6.213419469
2322	6.213412388
2323	6.213398515
2324	6.213390625
2325	6.213373665
2326	6.213358639
2327	6.213349188
2328	6.213338525
2329	6.213333076
2330	6.213323129
2331	6.213313429
2332	6.213305629
2333	6.213286322
2334	6.213278599
2335	6.213270469
2336	6.213261427
2337	6.21325367
2338	6.213234569
2339	6.213220368
2340	6.21320546
2341	6.213193823
2342	6.213172265
2343	6.213160807
2344	6.213147636
2345	6.21313771
2346	6.213131537
2347	6.213124179
2348	6.213116453
2349	6.213103917
2350	6.213090729
2351	6.213082923
2352	6.213069915
2353	6.213059292
2354	6.213050665
2355	6.213039651
2356	6.213032201
2357	6.213024821
2358	6.213013842
2359	6.212996002
2360	6.212989317
2361	6.212982709
2362	6.212966011
2363	6.212956664
2364	6.212949428
2365	6.212941096
2366	6.212909694
2367	6.212896942
2368	6.212885624
2369	6.212876712
2370	6.212868067
2371	6.21286421
2372	6.212850786
2373	6.212834936
2374	6.212824206
2375	6.212813809
2376	6.212797469
2377	6.212788731
2378	6.212775451
2379	6.212765053
2380	6.212754269
2381	6.212745844
2382	6.212735931
2383	6.212725944
2384	6.212715951
2385	6.212705695
2386	6.2126962
2387	6.212688062
2388	6.21267292
2389	6.212664643
2390	6.212656757
2391	6.212640876
2392	6.21263025
2393	6.212620367
2394	6.212613749
2395	6.212593786
2396	6.212584792
2397	6.212565856
2398	6.212552538
2399	6.212535684
2400	6.212523448
2401	6.212502701
2402	6.212495147
2403	6.21248316
2404	6.212469444
2405	6.212459203
2406	6.212449352
2407	6.212436683
2408	6.212428165
2409	6.212416427
2410	6.212405275
2411	6.212390903
2412	6.212383207
2413	6.212376376
2414	6.212364539
2415	6.212345043
2416	6.212334588
2417	6.212322823
2418	6.212314904
2419	6.212292022
2420	6.212278754
2421	6.212270742
2422	6.212262021
2423	6.212249035
2424	6.212234211
2425	6.212226023
2426	6.212217878
2427	6.212210091
2428	6.212198712
2429	6.212186508
2430	6.21217703
2431	6.212171078
2432	6.212155184
2433	6.212142153
2434	6.212135153
2435	6.212114868
2436	6.212105318
2437	6.212094593
2438	6.212081904
2439	6.21206823
2440	6.212058311
2441	6.21204901
2442	6.212039034
2443	6.212030613
2444	6.212022787
2445	6.212013797
2446	6.212007411
2447	6.211986016
2448	6.211978937
2449	6.211969056
2450	6.211957874
2451	6.211949349
2452	6.211943979
2453	6.211930747
2454	6.211917711
2455	6.211899828
2456	6.211892393
2457	6.211881
2458	6.211872993
2459	6.211866728
2460	6.211855785
2461	6.211847551
2462	6.211839373
2463	6.211822844
2464	6.211817424
2465	6.211807633
2466	6.211791078
2467	6.21177912
2468	6.211771563
2469	6.21175783
2470	6.211749282
2471	6.21174133
2472	6.211734929
2473	6.211724413
2474	6.211713575
2475	6.211704111
2476	6.211693045
2477	6.211685056
2478	6.21167582
2479	6.211670726
2480	6.211659604
2481	6.211648688
2482	6.211638221
2483	6.211622352
2484	6.211605673
2485	6.21159482
2486	6.211581906
2487	6.211566871
2488	6.211559056
2489	6.211549608
2490	6.211536493
2491	6.211516935
2492	6.211510435
2493	6.211494665
2494	6.211482065
2495	6.211465768
2496	6.211450479
2497	6.21144007
2498	6.211428436
2499	6.211419951
2500	6.211403881
2501	6.211380894
2502	6.211366865
2503	6.211351057
2504	6.211341663
2505	6.211334339
2506	6.211325331
2507	6.211318121
2508	6.211312352
2509	6.211301805
2510	6.211288557
2511	6.21127777
2512	6.211268588
2513	6.211259593
2514	6.211254185
2515	6.211240101
2516	6.211220645
2517	6.211213363
2518	6.21120845
2519	6.211191479
2520	6.211179144
2521	6.211172015
2522	6.211159979
2523	6.211153482
2524	6.2111466
2525	6.211131414
2526	6.211117958
2527	6.211103587
2528	6.21109157
2529	6.211081253
2530	6.211075629
2531	6.211063591
2532	6.211057134
2533	6.21104874
2534	6.211033589
2535	6.211028978
2536	6.211022384
2537	6.21101605
2538	6.211009179
2539	6.210991572
2540	6.210973139
2541	6.210957907
2542	6.210949064
2543	6.21093457
2544	6.210926161
2545	6.21091751
2546	6.210905571
2547	6.210901049
2548	6.210887465
2549	6.210878637
2550	6.210869846
2551	6.210858197
2552	6.21084718
2553	6.210839049
2554	6.210831558
2555	6.210819563
2556	6.21080811
2557	6.210802759
2558	6.210790594
2559	6.210779357
2560	6.210766936
2561	6.210756398
2562	6.210746568
2563	6.210734337
2564	6.210722
2565	6.210714086
2566	6.210708037
2567	6.210698734
2568	6.21068949
2569	6.210676801
2570	6.210669496
2571	6.210658584
2572	6.210644001
2573	6.210634976
2574	6.210625712
2575	6.210611976
2576	6.210592988
2577	6.210581808
2578	6.210572069
2579	6.210566699
2580	6.21054507
2581	6.210538772
2582	6.210527947
2583	6.210516553
2584	6.210503949
2585	6.210493699
2586	6.210487507
2587	6.210477403
2588	6.210466448
2589	6.210445912
2590	6.210438963
2591	6.210430233
2592	6.210418616
2593	6.210404331
2594	6.210392821
2595	6.210387108
2596	6.21038002
2597	6.210368485
2598	6.210362618
2599	6.210353593
2600	6.210338293
2601	6.210331944
2602	6.210325362
2603	6.210310361
2604	6.210303116
2605	6.210290103
2606	6.210280357
2607	6.210269558
2608	6.210256705
2609	6.210246669
2610	6.210237364
2611	6.210230346
2612	6.210221959
2613	6.210210093
2614	6.210201891
2615	6.210190635
2616	6.21018191
2617	6.210160262
2618	6.21014509
2619	6.21013683
2620	6.210124015
2621	6.210117631
2622	6.210104844
2623	6.210098355
2624	6.210085212
2625	6.210079845
2626	6.210071893
2627	6.210061437
2628	6.210051258
2629	6.210041309
2630	6.210025405
2631	6.210017681
2632	6.21000736
2633	6.209999419
2634	6.209986679
2635	6.209977732
2636	6.209965854
2637	6.209957599
2638	6.209948685
2639	6.209931408
2640	6.209919689
2641	6.209908788
2642	6.209898501
2643	6.209887869
2644	6.209877417
2645	6.209869226
2646	6.209861225
2647	6.209850468
2648	6.209841922
2649	6.209835768
2650	6.209825112
2651	6.209812427
2652	6.209805034
2653	6.209795873
2654	6.209782945
2655	6.209766919
2656	6.209754658
2657	6.209744293
2658	6.209733309
2659	6.209721474
2660	6.209711666
2661	6.209691466
2662	6.209681659
2663	6.209671288
2664	6.209661678
2665	6.209654867
2666	6.209642454
2667	6.209634145
2668	6.209618206
2669	6.209612094
2670	6.209594235
2671	6.209587408
2672	6.209574856
2673	6.209564265
2674	6.209544733
2675	6.209536519
2676	6.209525983
2677	6.209520607
2678	6.2095108
2679	6.209501743
2680	6.209491249
2681	6.209476916
2682	6.209465595
2683	6.209455499
2684	6.209445716
2685	6.20943664
2686	6.209421714
2687	6.209414899
2688	6.209407317
2689	6.209396031
2690	6.209382945
2691	6.2093734
2692	6.209358205
2693	6.209347955
2694	6.209339326
2695	6.209330071
2696	6.209326469
2697	6.209312684
2698	6.209297845
2699	6.209288097
2700	6.209280784
2701	6.209274405
2702	6.209261906
2703	6.209249332
2704	6.209234125
2705	6.20922255
2706	6.209218298
2707	6.209210244
2708	6.209200222
2709	6.209177244
2710	6.209151819
2711	6.209139142
2712	6.209129135
2713	6.209120956
2714	6.20910696
2715	6.209099353
2716	6.20909019
2717	6.209082242
2718	6.209074096
2719	6.209065261
2720	6.209056102
2721	6.209042035
2722	6.209033385
2723	6.209018197
2724	6.209010319
2725	6.208997689
2726	6.208986937
2727	6.208978888
2728	6.208965833
2729	6.208959876
2730	6.208953814
2731	6.208945293
2732	6.208937674
2733	6.208931075
2734	6.208924681
2735	6.208917907
2736	6.208910998
2737	6.208903397
2738	6.208895271
2739	6.208886642
2740	6.208879765
2741	6.208871064
2742	6.208863119
2743	6.208856436
2744	6.208847215
2745	6.20884282
2746	6.208832815
2747	6.208818781
2748	6.208795676
2749	6.208789127
2750	6.208776347
2751	6.20876556
2752	6.20875622
2753	6.208745645
2754	6.208731873
2755	6.208719391
2756	6.208713589
2757	6.208697431
2758	6.208687113
2759	6.208668743
2760	6.208658157
2761	6.208644137
2762	6.208638103
2763	6.208629043
2764	6.208621629
2765	6.208609552
2766	6.20859927
2767	6.208586038
2768	6.208580442
2769	6.208571515
2770	6.208566985
2771	6.208549832
2772	6.208543366
2773	6.208534611
2774	6.208529152
2775	6.208520975
2776	6.208510544
2777	6.208506977
2778	6.208497782
2779	6.208488703
2780	6.208481683
2781	6.208473373
2782	6.208466191
2783	6.208459764
2784	6.208452038
2785	6.208440979
2786	6.208432162
2787	6.208419976
2788	6.208409655
2789	6.20839179
2790	6.208382331
2791	6.208371757
2792	6.208362595
2793	6.208350931
2794	6.208332075
2795	6.208322379
2796	6.208308996
2797	6.208304105
2798	6.208298254
2799	6.208290619
2800	6.208270703
2801	6.208261384
2802	6.208249663
2803	6.208241793
2804	6.208225267
2805	6.208214411
2806	6.208198789
2807	6.208188312
2808	6.208177633
2809	6.208166377
2810	6.208156247
2811	6.208147984
2812	6.2081392
2813	6.208119056
2814	6.208108981
2815	6.208104103
2816	6.208095018
2817	6.208083237
2818	6.208072899
2819	6.208064339
2820	6.20805564
2821	6.208043564
2822	6.20802698
2823	6.208017034
2824	6.208010451
2825	6.207997891
2826	6.207985791
2827	6.207971636
2828	6.207959109
2829	6.207950108
2830	6.207941371
2831	6.207935277
2832	6.207924144
2833	6.207917369
2834	6.207907117
2835	6.207899099
2836	6.207889535
2837	6.207882951
2838	6.207874363
2839	6.207864777
2840	6.207845036
2841	6.207835629
2842	6.207825441
2843	6.207815894
2844	6.207810524
2845	6.207795293
2846	6.207784953
2847	6.207775953
2848	6.207767736
2849	6.207750264
2850	6.207737804
2851	6.207728032
2852	6.207712494
2853	6.207702233
2854	6.207685713
2855	6.207670659
2856	6.207665159
2857	6.207652339
2858	6.207641885
2859	6.207623085
2860	6.207619889
2861	6.207602224
2862	6.207595248
2863	6.207586717
2864	6.207576743
2865	6.207564191
2866	6.207556454
2867	6.207547362
2868	6.207537618
2869	6.207529373
2870	6.207518818
2871	6.207495551
2872	6.207487373
2873	6.207480408
2874	6.207467919
2875	6.207459818
2876	6.207452103
2877	6.207445501
2878	6.207435591
2879	6.20742925
2880	6.20741718
2881	6.207405327
2882	6.207398046
2883	6.207389243
2884	6.207379428
2885	6.207368454
2886	6.207357593
2887	6.2073484
2888	6.20734034
2889	6.207331202
2890	6.207321537
2891	6.207312419
2892	6.207302235
2893	6.207291882
2894	6.207284507
2895	6.207269272
2896	6.207257147
2897	6.207251339
2898	6.207243493
2899	6.207235761
2900	6.207225864
2901	6.20722088
2902	6.207210493
2903	6.207201622
2904	6.207191581
2905	6.20718041
2906	6.20717227
2907	6.207160781
2908	6.207154265
2909	6.207137979
2910	6.207129706
2911	6.207124021
2912	6.207113642
2913	6.207101941
2914	6.207094583
2915	6.207083424
2916	6.2070764
2917	6.207066178
2918	6.207054701
2919	6.207044921
2920	6.207035592
2921	6.207024492
2922	6.207007591
2923	6.20699653
2924	6.206984157
2925	6.206975047
2926	6.206968133
2927	6.206955366
2928	6.206940307
2929	6.206924486
2930	6.206916964
2931	6.206904736
2932	6.206899933
2933	6.206888349
2934	6.206873233
2935	6.206868717
2936	6.206859933
2937	6.206851526
2938	6.20684439
2939	6.206832482
2940	6.206822284
2941	6.206810295
2942	6.206800679
2943	6.206793197
2944	6.206781016
2945	6.206765566
2946	6.20675488
2947	6.206751035
2948	6.206743052
2949	6.206733287
2950	6.206716327
2951	6.206702588
2952	6.206695408
2953	6.206685415
2954	6.206676116
2955	6.206669691
2956	6.206657853
2957	6.206643576
2958	6.206636316
2959	6.206625928
2960	6.206620948
2961	6.206604763
2962	6.206596106
2963	6.206589694
2964	6.206581184
2965	6.20657406
2966	6.206569954
2967	6.206560535
2968	6.206552943
2969	6.206548545
2970	6.20654397
2971	6.206534077
2972	6.206521945
2973	6.206514117
2974	6.206503254
2975	6.206484029
2976	6.206473125
2977	6.206464077
2978	6.206446992
2979	6.20643809
2980	6.206423441
2981	6.206415551
2982	6.206403961
2983	6.20639448
2984	6.206386654
2985	6.206377613
2986	6.206367223
2987	6.206357666
2988	6.206341845
2989	6.206330573
2990	6.20632303
2991	6.206306491
2992	6.206295649
2993	6.206281857
2994	6.206274271
2995	6.206264462
2996	6.206255343
2997	6.206241871
2998	6.206234387
2999	6.206223153
