iter	MAE
217	6.262356406
218	6.262252501
219	6.262192737
220	6.262101119
221	6.261998166
222	6.261931512
223	6.261796604
224	6.261699241
225	6.261635789
226	6.261542136
227	6.261499765
228	6.261431311
229	6.261381391
230	6.261340022
231	6.26128255
232	6.261172674
233	6.261116002
234	6.261022653
235	6.260957395
236	6.260873317
237	6.260797976
238	6.260735754
239	6.260671914
240	6.260602282
241	6.260533407
242	6.260491451
243	6.260413727
244	6.260368673
245	6.26028127
246	6.260167585
247	6.260059836
248	6.259966823
249	6.259862613
250	6.259800547
251	6.25968864
252	6.259583977
253	6.25952104
254	6.259450295
255	6.259391657
256	6.259326545
257	6.259246828
258	6.259194688
259	6.259112391
260	6.2589407
261	6.258844563
262	6.258803462
263	6.258725663
264	6.258651922
265	6.258589494
266	6.258543457
267	6.258456301
268	6.258400415
269	6.258352661
270	6.25825574
271	6.258176105
272	6.258113728
273	6.258042441
274	6.257942885
275	6.257861559
276	6.257828083
277	6.257769357
278	6.257719638
279	6.257636384
280	6.257557222
281	6.257503625
282	6.257455587
283	6.257330455
284	6.257199202
285	6.257174152
286	6.257111192
287	6.257026667
288	6.256942223
289	6.256870155
290	6.256825417
291	6.256762294
292	6.256684188
293	6.256624259
294	6.256550889
295	6.256473816
296	6.256423297
297	6.256314496
298	6.25627588
299	6.256200141
300	6.256129856
301	6.256085257
302	6.255987776
303	6.255938256
304	6.255882014
305	6.255812588
306	6.255758888
307	6.255667528
308	6.255597203
309	6.255564819
310	6.255510745
311	6.255459497
312	6.255300538
313	6.255240894
314	6.255176864
315	6.255125945
316	6.255072376
317	6.254959618
318	6.254861452
319	6.254768005
320	6.254710041
321	6.254648009
322	6.254617207
323	6.254555585
324	6.254478694
325	6.254411125
326	6.254270689
327	6.254214072
328	6.254178898
329	6.254110638
330	6.254068173
331	6.254028856
332	6.253998502
333	6.253962125
334	6.253930796
335	6.253872938
336	6.253804904
337	6.253766236
338	6.253724286
339	6.253681447
340	6.253640986
341	6.253581655
342	6.253514665
343	6.253474532
344	6.253433692
345	6.253395196
346	6.253322165
347	6.253257741
348	6.253194953
349	6.253162969
350	6.253115604
351	6.253059425
352	6.253031856
353	6.252998303
354	6.252952315
355	6.252905813
356	6.252849755
357	6.252810913
358	6.252764913
359	6.252710383
360	6.252669552
361	6.252622183
362	6.252600268
363	6.252546487
364	6.252524457
365	6.252490824
366	6.252373704
367	6.252316281
368	6.252277687
369	6.252211667
370	6.252176294
371	6.252122406
372	6.252096119
373	6.252065852
374	6.252013459
375	6.251964286
376	6.251922054
377	6.251883324
378	6.251760675
379	6.251685873
380	6.251638673
381	6.251575171
382	6.251517338
383	6.25148623
384	6.251456587
385	6.251430856
386	6.251406711
387	6.251380055
388	6.25134457
389	6.251288662
390	6.251251322
391	6.251207122
392	6.251156548
393	6.251105961
394	6.251035032
395	6.251018313
396	6.250999809
397	6.250963881
398	6.25093195
399	6.25091031
400	6.250819911
401	6.250785014
402	6.250737123
403	6.250712136
404	6.250652007
405	6.250624989
406	6.250573809
407	6.250533942
408	6.250515276
409	6.250486672
410	6.25045762
411	6.250427141
412	6.250391886
413	6.250352475
414	6.250308428
415	6.250267904
416	6.250159003
417	6.250117534
418	6.250076486
419	6.249969704
420	6.249934993
421	6.249897068
422	6.249849908
423	6.249802694
424	6.24971321
425	6.249683008
426	6.249641236
427	6.249622935
428	6.249575978
429	6.249527025
430	6.249481483
431	6.249448441
432	6.249419883
433	6.249387577
434	6.249363696
435	6.249329657
436	6.249252183
437	6.249204688
438	6.249182281
439	6.249130717
440	6.249112987
441	6.249075135
442	6.249002492
443	6.248976235
444	6.248930969
445	6.248898325
446	6.248871208
447	6.24883379
448	6.248769204
449	6.248733683
450	6.248661737
451	6.248594679
452	6.248505904
453	6.248439297
454	6.248406785
455	6.24838206
456	6.248348621
457	6.248323938
458	6.248284198
459	6.248251688
460	6.248217008
461	6.248186616
462	6.24816885
463	6.24812592
464	6.248091911
465	6.248011342
466	6.247979635
467	6.24794131
468	6.247908099
469	6.247801045
470	6.247765597
471	6.247690298
472	6.24764953
473	6.247623937
474	6.247590895
475	6.247560647
476	6.247514896
477	6.247469982
478	6.247430239
479	6.247370925
480	6.247341049
481	6.247292915
482	6.247245151
483	6.247211391
484	6.247190227
485	6.247168926
486	6.247139199
487	6.247097289
488	6.247061151
489	6.247007378
490	6.246964659
491	6.246933283
492	6.246893282
493	6.246862711
494	6.246822048
495	6.246796068
496	6.246763177
497	6.246719751
498	6.246680364
499	6.24664869
500	6.246579233
501	6.246532287
502	6.246472016
503	6.24643479
504	6.246349533
505	6.246303162
506	6.246259376
507	6.246234578
508	6.246199418
509	6.24615372
510	6.246119787
511	6.246093151
512	6.246075572
513	6.246048064
514	6.246019183
515	6.246001709
516	6.245970976
517	6.24593842
518	6.245897009
519	6.245839594
520	6.245810643
521	6.245767277
522	6.245721945
523	6.245704214
524	6.245671064
525	6.24564331
526	6.245610241
527	6.245570286
528	6.245543225
529	6.245483786
530	6.245456422
531	6.24541987
532	6.245383508
533	6.245350797
534	6.245308881
535	6.245271223
536	6.245190938
537	6.245158494
538	6.245098877
539	6.24506108
540	6.245035294
541	6.244984297
542	6.244929628
543	6.24490563
544	6.244869942
545	6.244839397
546	6.244803884
547	6.244738495
548	6.244713944
549	6.244685159
550	6.244625641
551	6.244608557
552	6.244568307
553	6.244513006
554	6.244479265
555	6.244432477
556	6.244380888
557	6.244341791
558	6.244309085
559	6.244283339
560	6.244238587
561	6.244192106
562	6.244152862
563	6.244115215
564	6.244088762
565	6.24406314
566	6.244030696
567	6.24401572
568	6.243982683
569	6.243937711
570	6.243876084
571	6.24380314
572	6.243757974
573	6.243733099
574	6.243687585
575	6.243650131
576	6.243621172
577	6.243583765
578	6.243500331
579	6.243467454
580	6.243442398
581	6.243397464
582	6.243372773
583	6.24334608
584	6.243312585
585	6.243272767
586	6.243254673
587	6.243227358
588	6.243192908
589	6.243173178
590	6.243149927
591	6.243119864
592	6.243069394
593	6.243035063
594	6.242986641
595	6.24294728
596	6.242892697
597	6.242856617
598	6.242814213
599	6.242772346
600	6.242732455
601	6.242699261
602	6.242661493
603	6.242619973
604	6.242592337
605	6.242576325
606	6.242554704
607	6.242536618
608	6.242493745
609	6.242461764
610	6.242438274
611	6.242410393
612	6.242371779
613	6.242337286
614	6.242310262
615	6.242277838
616	6.24224216
617	6.242214207
618	6.242174006
619	6.242139503
620	6.242107808
621	6.24207535
622	6.24204821
623	6.242020604
624	6.24198842
625	6.241963126
626	6.241935177
627	6.241901585
628	6.241877858
629	6.241845663
630	6.24180872
631	6.241772736
632	6.241740342
633	6.241704407
634	6.241674974
635	6.241650819
636	6.241626243
637	6.241596613
638	6.241553909
639	6.241520562
640	6.24149029
641	6.241472127
642	6.24143801
643	6.241404137
644	6.241369655
645	6.241333122
646	6.241298715
647	6.241274546
648	6.241241597
649	6.241196632
650	6.241146658
651	6.241104506
652	6.241078705
653	6.241036201
654	6.241007055
655	6.240986268
656	6.240941158
657	6.240904382
658	6.240873626
659	6.240839887
660	6.240808539
661	6.240782708
662	6.24076954
663	6.24074152
664	6.240708671
665	6.240641847
666	6.240613211
667	6.240583081
668	6.24054803
669	6.240522638
670	6.240491805
671	6.240476255
672	6.240450457
673	6.240419401
674	6.24039474
675	6.240362983
676	6.240341879
677	6.240319387
678	6.240288864
679	6.240250146
680	6.240224216
681	6.240202908
682	6.240183255
683	6.240160956
684	6.240136449
685	6.240092848
686	6.240065849
687	6.240003246
688	6.23992906
689	6.239887505
690	6.239849917
691	6.239815304
692	6.239800411
693	6.239755615
694	6.239733503
695	6.239684876
696	6.239665855
697	6.239644675
698	6.239624155
699	6.239609621
700	6.239582434
701	6.239538768
702	6.23950971
703	6.239469879
704	6.239439139
705	6.239410595
706	6.239390301
707	6.239326829
708	6.23930755
709	6.239287098
710	6.239249286
711	6.239225709
712	6.239210983
713	6.239177364
714	6.239156516
715	6.239134608
716	6.239111126
717	6.23908393
718	6.239061522
719	6.239030566
720	6.239005642
721	6.238982426
722	6.238966992
723	6.238944653
724	6.238931961
725	6.238909869
726	6.238888536
727	6.238864204
728	6.238838743
729	6.238817857
730	6.238760409
731	6.238745616
732	6.238727746
733	6.238705536
734	6.23867684
735	6.238658293
736	6.238639697
737	6.238619841
738	6.238590327
739	6.238563339
740	6.238550634
741	6.238526505
742	6.238497206
743	6.23843724
744	6.238411546
745	6.238383074
746	6.238347899
747	6.2383314
748	6.238307718
749	6.238263346
750	6.238209898
751	6.238193295
752	6.238173629
753	6.238109497
754	6.238086134
755	6.238063017
756	6.238045426
757	6.23802839
758	6.237996226
759	6.237970156
760	6.237946872
761	6.23792903
762	6.237912237
763	6.237886116
764	6.237863297
765	6.2378373
766	6.237815505
767	6.237785046
768	6.237768173
769	6.237738858
770	6.237681684
771	6.237658077
772	6.237630249
773	6.237607175
774	6.23756935
775	6.237540455
776	6.237522186
777	6.237499947
778	6.237477003
779	6.237457771
780	6.237431278
781	6.237410973
782	6.237394216
783	6.237355139
784	6.237329176
785	6.237298434
786	6.237275024
787	6.23723401
788	6.237190186
789	6.237174306
790	6.237138817
791	6.237118226
792	6.237102181
793	6.23707443
794	6.237041384
795	6.23701568
796	6.236996547
797	6.236967738
798	6.236929765
799	6.236900716
800	6.236874322
801	6.236853816
802	6.23683267
803	6.236796706
804	6.236757413
805	6.236743218
806	6.236719135
807	6.236696433
808	6.236665944
809	6.236635951
810	6.236610666
811	6.236582171
812	6.236548545
813	6.236537003
814	6.236511537
815	6.236494599
816	6.236471114
817	6.236437124
818	6.236421935
819	6.23640753
820	6.236380769
821	6.236363633
822	6.23634941
823	6.236328386
824	6.23630352
825	6.236282591
826	6.236253824
827	6.236226171
828	6.236208358
829	6.236164845
830	6.236142048
831	6.236122531
832	6.236088994
833	6.236055254
834	6.236038651
835	6.235994335
836	6.235965842
837	6.235942558
838	6.235915317
839	6.235896302
840	6.235873716
841	6.235861544
842	6.235840241
843	6.235810343
844	6.235790294
845	6.235771661
846	6.235748657
847	6.235735914
848	6.235712133
849	6.235689258
850	6.235670046
851	6.235643758
852	6.235623854
853	6.235609382
854	6.235590837
855	6.235565226
856	6.235545126
857	6.235530768
858	6.235513906
859	6.23549009
860	6.235470411
861	6.235454473
862	6.23543538
863	6.235414265
864	6.23539654
865	6.235381071
866	6.235357813
867	6.235344816
868	6.235322966
869	6.235298161
870	6.235273625
871	6.23524244
872	6.235225296
873	6.23520956
874	6.23516722
875	6.235145069
876	6.235131363
877	6.235102567
878	6.235073101
879	6.235057095
880	6.235027155
881	6.235005
882	6.234978416
883	6.234964161
884	6.234929002
885	6.234904841
886	6.234882394
887	6.234834662
888	6.234810547
889	6.23479908
890	6.234767692
891	6.234739432
892	6.234715794
893	6.23469847
894	6.234678453
895	6.234661906
896	6.234623428
897	6.234598612
898	6.234559225
899	6.234538718
900	6.23452272
901	6.234506628
902	6.234477578
903	6.234458777
904	6.234428788
905	6.234407738
906	6.234386029
907	6.234364152
908	6.234342869
909	6.234322684
910	6.234300482
911	6.234254472
912	6.23423967
913	6.234220518
914	6.234199368
915	6.234176987
916	6.234155746
917	6.234135263
918	6.234117283
919	6.234097973
920	6.23404836
921	6.234029914
922	6.233998908
923	6.233979199
924	6.233954537
925	6.233938584
926	6.233919827
927	6.233888129
928	6.233859618
929	6.233841734
930	6.233824493
931	6.233809867
932	6.233790935
933	6.233776486
934	6.233761555
935	6.233742624
936	6.233714224
937	6.23369637
938	6.233681433
939	6.233665977
940	6.233650236
941	6.233633184
942	6.233617534
943	6.233599757
944	6.233569065
945	6.233543974
946	6.233530279
947	6.233516943
948	6.233498867
949	6.233480304
950	6.23346437
951	6.233441018
952	6.233420289
953	6.233398914
954	6.233348717
955	6.233324846
956	6.233314519
957	6.233296844
958	6.233274696
959	6.233243318
960	6.233223355
961	6.233204376
962	6.233184085
963	6.233169139
964	6.233139155
965	6.233119294
966	6.233100534
967	6.23308553
968	6.233071659
969	6.233027943
970	6.233007823
971	6.232981579
972	6.232967007
973	6.232948243
974	6.232924843
975	6.232906215
976	6.232881422
977	6.23286479
978	6.232847075
979	6.232827777
980	6.232816648
981	6.232801978
982	6.232786037
983	6.232755413
984	6.232738859
985	6.232716479
986	6.232692799
987	6.232663407
988	6.232646211
989	6.23262369
990	6.232610684
991	6.232591825
992	6.232558098
993	6.232541794
994	6.232518613
995	6.232489847
996	6.232477063
997	6.232457261
998	6.232442178
999	6.232421412
1000	6.232404387
1001	6.23239116
1002	6.232376506
1003	6.232364438
1004	6.232345285
1005	6.232326469
1006	6.232316191
1007	6.232299227
1008	6.232289166
1009	6.232251239
1010	6.232227733
1011	6.232206465
1012	6.232184277
1013	6.232166138
1014	6.232148161
1015	6.232136363
1016	6.232118217
1017	6.232091728
1018	6.232078048
1019	6.2320577
1020	6.232039072
1021	6.232011315
1022	6.231984156
1023	6.231945908
1024	6.231929161
1025	6.231915765
1026	6.231888165
1027	6.231863561
1028	6.231840644
1029	6.231831827
1030	6.231811228
1031	6.231792644
1032	6.231770988
1033	6.231746036
1034	6.231721962
1035	6.231708479
1036	6.23169447
1037	6.231658308
1038	6.231646024
1039	6.231636116
1040	6.231621583
1041	6.231609751
1042	6.231584959
1043	6.23157135
1044	6.231547446
1045	6.231516791
1046	6.231497666
1047	6.231466859
1048	6.231445106
1049	6.23142838
1050	6.231400254
1051	6.231375083
1052	6.231356631
1053	6.231343377
1054	6.231328713
1055	6.231314481
1056	6.231292138
1057	6.231267274
1058	6.231251711
1059	6.231229995
1060	6.231203478
1061	6.231190729
1062	6.231172376
1063	6.231149717
1064	6.231125714
1065	6.231112139
1066	6.231086681
1067	6.231070014
1068	6.231053521
1069	6.231040017
1070	6.231007811
1071	6.230988524
1072	6.230975705
1073	6.230945298
1074	6.230925295
1075	6.23091003
1076	6.230875949
1077	6.230855023
1078	6.230840876
1079	6.230827259
1080	6.230804318
1081	6.230779717
1082	6.230763618
1083	6.230744982
1084	6.230725277
1085	6.230701556
1086	6.23067499
1087	6.230656384
1088	6.230639217
1089	6.230611761
1090	6.230594176
1091	6.230576254
1092	6.230556842
1093	6.230538171
1094	6.23052055
1095	6.230505198
1096	6.230479177
1097	6.230462778
1098	6.230414084
1099	6.230387636
1100	6.230367575
1101	6.230346166
1102	6.230332624
1103	6.230310067
1104	6.230281928
1105	6.23026563
1106	6.230250519
1107	6.230236031
1108	6.230222716
1109	6.230190291
1110	6.230172417
1111	6.230152693
1112	6.230132624
1113	6.230109617
1114	6.230095958
1115	6.23008444
1116	6.230074297
1117	6.230039153
1118	6.230023527
1119	6.229998647
1120	6.229981122
1121	6.229960431
1122	6.229918722
1123	6.229891706
1124	6.229878471
1125	6.229858569
1126	6.22984135
1127	6.229829791
1128	6.229817047
1129	6.229796755
1130	6.229780973
1131	6.229767433
1132	6.229755703
1133	6.229739623
1134	6.229706984
1135	6.229691273
1136	6.229678777
1137	6.22966012
1138	6.229655112
1139	6.229637563
1140	6.229618207
1141	6.229601216
1142	6.229583189
1143	6.229565673
1144	6.229537882
1145	6.2295242
1146	6.229510116
1147	6.229490108
1148	6.229475272
1149	6.229459639
1150	6.229446737
1151	6.229440837
1152	6.229421011
1153	6.229403717
1154	6.229381681
1155	6.229356382
1156	6.229337706
1157	6.229311721
1158	6.229291498
1159	6.229276546
1160	6.229258611
1161	6.229246784
1162	6.229233963
1163	6.229216739
1164	6.229196219
1165	6.229177339
1166	6.22916158
1167	6.22913209
1168	6.22911445
1169	6.229102715
1170	6.229084182
1171	6.229066464
1172	6.22905181
1173	6.229038238
1174	6.229026143
1175	6.229018442
1176	6.229002813
1177	6.228979918
1178	6.228959
1179	6.228946661
1180	6.228933414
1181	6.228913597
1182	6.228903561
1183	6.228889708
1184	6.228870995
1185	6.228854814
1186	6.228843185
1187	6.228833273
1188	6.228815375
1189	6.22880062
1190	6.228779987
1191	6.228760442
1192	6.228743849
1193	6.228719057
1194	6.228705456
1195	6.228688661
1196	6.22867191
1197	6.228658579
1198	6.228636249
1199	6.228611348
1200	6.228594574
1201	6.228572143
1202	6.22855611
1203	6.228537196
1204	6.228519527
1205	6.22850702
1206	6.228494405
1207	6.228470704
1208	6.228458506
1209	6.228443002
1210	6.228426118
1211	6.228414426
1212	6.228403667
1213	6.228386068
1214	6.228373818
1215	6.228353222
1216	6.228344295
1217	6.228314893
1218	6.228284386
1219	6.228260154
1220	6.228250648
1221	6.228233353
1222	6.228217044
1223	6.228201924
1224	6.228188616
1225	6.228172264
1226	6.228159579
1227	6.228143269
1228	6.228132985
1229	6.228125707
1230	6.228106261
1231	6.228090654
1232	6.228073731
1233	6.228063454
1234	6.2280507
1235	6.228033523
1236	6.228006483
1237	6.227994269
1238	6.227974605
1239	6.227954784
1240	6.227926806
1241	6.227898296
1242	6.227880289
1243	6.227848279
1244	6.227827303
1245	6.227813573
1246	6.227793359
1247	6.227781983
1248	6.227759344
1249	6.227741107
1250	6.227720901
1251	6.22770951
1252	6.227693533
1253	6.227676988
1254	6.227658836
1255	6.227644407
1256	6.227628005
1257	6.227603652
1258	6.22759357
1259	6.227576946
1260	6.227562335
1261	6.227548811
1262	6.227522339
1263	6.227502973
1264	6.227478358
1265	6.227456735
1266	6.227438542
1267	6.227420147
1268	6.227405696
1269	6.227374745
1270	6.227359171
1271	6.227328575
1272	6.227313218
1273	6.227291845
1274	6.227274052
1275	6.22726191
1276	6.227245824
1277	6.227234207
1278	6.22721784
1279	6.22719927
1280	6.227182924
1281	6.22717179
1282	6.227157366
1283	6.227144342
1284	6.227130317
1285	6.227116552
1286	6.227104397
1287	6.22708764
1288	6.227064488
1289	6.227050252
1290	6.227033092
1291	6.227012727
1292	6.226996708
1293	6.226979756
1294	6.226958544
1295	6.22694219
1296	6.226932851
1297	6.226912191
1298	6.226886624
1299	6.226872115
1300	6.226860169
1301	6.226842049
1302	6.226826972
1303	6.226806318
1304	6.226795335
1305	6.226778159
1306	6.226749607
1307	6.226735896
1308	6.226724914
1309	6.226708814
1310	6.226681168
1311	6.226651111
1312	6.226634343
1313	6.226622156
1314	6.226605216
1315	6.226590511
1316	6.226566816
1317	6.226559075
1318	6.226541586
1319	6.226513004
1320	6.226493924
1321	6.226481608
1322	6.226473931
1323	6.226456209
1324	6.226440229
1325	6.226412435
1326	6.226401774
1327	6.226393692
1328	6.226376527
1329	6.226359595
1330	6.226342453
1331	6.226331681
1332	6.226316852
1333	6.226299228
1334	6.22628505
1335	6.226270093
1336	6.226261228
1337	6.226246818
1338	6.226231023
1339	6.226211593
1340	6.226197947
1341	6.226188427
1342	6.226171594
1343	6.22616308
1344	6.226148667
1345	6.22612076
1346	6.226103077
1347	6.226092921
1348	6.226077354
1349	6.226059703
1350	6.22604063
1351	6.226020603
1352	6.226002517
1353	6.22599056
1354	6.225974416
1355	6.225959507
1356	6.22594749
1357	6.225930718
1358	6.225913681
1359	6.225897977
1360	6.225881745
1361	6.22587383
1362	6.225862974
1363	6.225848714
1364	6.225836651
1365	6.225813676
1366	6.225794647
1367	6.225753531
1368	6.225738515
1369	6.225719218
1370	6.225707422
1371	6.225685053
1372	6.225676977
1373	6.225656052
1374	6.225637387
1375	6.225618745
1376	6.225613414
1377	6.225591633
1378	6.225584838
1379	6.225565982
1380	6.225550632
1381	6.225542092
1382	6.225529771
1383	6.225512289
1384	6.225496337
1385	6.225483157
1386	6.225467017
1387	6.225456113
1388	6.225447974
1389	6.225428698
1390	6.225412707
1391	6.225395372
1392	6.225382116
1393	6.225371221
1394	6.225358165
1395	6.225336627
1396	6.225322503
1397	6.225299973
1398	6.225292306
1399	6.225277634
1400	6.225268173
1401	6.225259123
1402	6.225247378
1403	6.2252339
1404	6.225225729
1405	6.225207228
1406	6.225195806
1407	6.225179999
1408	6.225156057
1409	6.225147829
1410	6.225126772
1411	6.225119592
1412	6.225099037
1413	6.225086539
1414	6.225071392
1415	6.225066223
1416	6.225052652
1417	6.225037988
1418	6.22502654
1419	6.225016855
1420	6.225000772
1421	6.224987891
1422	6.224972947
1423	6.224960604
1424	6.224948373
1425	6.224937294
1426	6.224915317
1427	6.224906032
1428	6.22487829
1429	6.224867789
1430	6.224853748
1431	6.224843508
1432	6.224824686
1433	6.22480635
1434	6.224790003
1435	6.224777744
1436	6.224756971
1437	6.224745064
1438	6.224727319
1439	6.22471203
1440	6.22469724
1441	6.224680295
1442	6.224664584
1443	6.224654888
1444	6.224645143
1445	6.224618926
1446	6.224604365
1447	6.224595064
1448	6.224583341
1449	6.224563079
1450	6.224550607
1451	6.224534417
1452	6.224522061
1453	6.224499837
1454	6.224485644
1455	6.224473319
1456	6.224461818
1457	6.224447638
1458	6.22443967
1459	6.224425897
1460	6.224412312
1461	6.224396454
1462	6.224386856
1463	6.224374654
1464	6.22436089
1465	6.224345037
1466	6.22432479
1467	6.224306288
1468	6.224292564
1469	6.224278166
1470	6.224263123
1471	6.224249542
1472	6.224227159
1473	6.224208752
1474	6.224190243
1475	6.224176376
1476	6.224149341
1477	6.224135269
1478	6.22411738
1479	6.224104037
1480	6.224089412
1481	6.224080925
1482	6.224069221
1483	6.224049947
1484	6.224038056
1485	6.22401931
1486	6.224009584
1487	6.223999911
1488	6.223986171
1489	6.223970316
1490	6.223950307
1491	6.223934577
1492	6.223927755
1493	6.223918386
1494	6.223912232
1495	6.223897125
1496	6.223882722
1497	6.223875626
1498	6.223857748
1499	6.223847588
1500	6.223836649
1501	6.223816849
1502	6.223808995
1503	6.223793914
1504	6.223781658
1505	6.223772436
1506	6.223761315
1507	6.223742351
1508	6.223733229
1509	6.223726214
1510	6.223703326
1511	6.223687742
1512	6.223678688
1513	6.223662254
1514	6.223643149
1515	6.223626792
1516	6.223615013
1517	6.223604958
1518	6.223596806
1519	6.223583329
1520	6.223575775
1521	6.223563217
1522	6.223550156
1523	6.22353163
1524	6.223519076
1525	6.223507787
1526	6.223491944
1527	6.223482155
1528	6.223464872
1529	6.223458607
1530	6.223437851
1531	6.22341973
1532	6.223408748
1533	6.223395774
1534	6.223381042
1535	6.223367276
1536	6.223350044
1537	6.223328236
1538	6.223317205
1539	6.223301831
1540	6.223279554
1541	6.223263436
1542	6.223251447
1543	6.223221404
1544	6.223208544
1545	6.223183776
1546	6.223166731
1547	6.22314941
1548	6.223140861
1549	6.223129566
1550	6.223116104
1551	6.223107562
1552	6.223084166
1553	6.223069573
1554	6.223055794
1555	6.223041797
1556	6.223025237
1557	6.22301235
1558	6.222997446
1559	6.222983132
1560	6.222969148
1561	6.222956955
1562	6.222944007
1563	6.222927694
1564	6.222896878
1565	6.222883728
1566	6.222866409
1567	6.222854457
1568	6.222836
1569	6.222826926
1570	6.222815035
1571	6.222797016
1572	6.222778924
1573	6.222766443
1574	6.222750466
1575	6.222735131
1576	6.222725116
1577	6.222714004
1578	6.222701653
1579	6.2226867
1580	6.22267244
1581	6.222661224
1582	6.222647251
1583	6.22263174
1584	6.222620984
1585	6.222602436
1586	6.222584418
1587	6.222571161
1588	6.222556539
1589	6.222544882
1590	6.22253219
1591	6.222516002
1592	6.222488323
1593	6.222474812
1594	6.222462422
1595	6.222445458
1596	6.222430916
1597	6.222420087
1598	6.222414271
1599	6.222402392
1600	6.222387829
1601	6.222377639
1602	6.222357768
1603	6.222347531
1604	6.222329601
1605	6.222316499
1606	6.222307988
1607	6.222293082
1608	6.222275639
1609	6.222264754
1610	6.222255262
1611	6.222240986
1612	6.222220523
1613	6.222203821
1614	6.2221929
1615	6.222172537
1616	6.22215071
1617	6.222142844
1618	6.222137327
1619	6.222120667
1620	6.222109653
1621	6.222094535
1622	6.222080288
1623	6.222054272
1624	6.222036389
1625	6.222026463
1626	6.222018337
1627	6.222005821
1628	6.221987852
1629	6.22197394
1630	6.221960627
1631	6.221944205
1632	6.221925287
1633	6.221911044
1634	6.221900698
1635	6.22188813
1636	6.221876341
1637	6.221852724
1638	6.221843985
1639	6.221834266
1640	6.221816719
1641	6.221805342
1642	6.221791084
1643	6.221781144
1644	6.221770808
1645	6.221743846
1646	6.221727162
1647	6.221717286
1648	6.221698196
1649	6.221687451
1650	6.221676538
1651	6.221663731
1652	6.221651622
1653	6.221621651
1654	6.221610119
1655	6.221596277
1656	6.221584084
1657	6.221565298
1658	6.221551353
1659	6.22153638
1660	6.221528395
1661	6.221509695
1662	6.221491366
1663	6.221468763
1664	6.22144968
