iter	Passed	Remaining
1661	487562	392514
1662	487826	392197
1663	488119	391903
1664	488478	391662
1665	488787	391381
1666	489089	391095
1667	489420	390832
1668	489797	390605
1669	490127	390340
1670	490416	390043
1671	490766	389795
1672	491103	389536
1673	491426	389266
1674	491758	389003
1675	492109	388754
1676	492444	388493
1677	492819	388264
1678	493176	388020
1679	493466	387723
1680	493732	387407
1681	493995	387090
1682	494268	386780
1683	494540	386469
1684	494808	386156
1685	495086	385850
1686	495353	385536
1687	495616	385218
1688	495876	384899
1689	496144	384585
1690	496421	384278
1691	496685	383962
1692	496952	383648
1693	497218	383333
1694	497469	383007
1695	497740	382697
1696	498014	382388
1697	498283	382076
1698	498562	381771
1699	498835	381462
1700	499092	381141
1701	499360	380828
1702	499629	380516
1703	499910	380213
1704	500188	379908
1705	500455	379595
1706	500725	379283
1707	500985	378965
1708	501259	378657
1709	501531	378348
1710	501783	378024
1711	502060	377718
1712	502313	377394
1713	502603	377099
1714	502860	376779
1715	503133	376470
1716	503419	376171
1717	503684	375857
1718	503958	375550
1719	504230	375241
1720	504508	374936
1721	504784	374631
1722	505071	374333
1723	505361	374037
1724	505627	373724
1725	505903	373419
1726	506194	373123
1727	506478	372824
1728	506735	372505
1729	507000	372191
1730	507256	371870
1731	507534	371566
1732	507832	371277
1733	508082	370953
1734	508382	370664
1735	508661	370361
1736	508987	370092
1737	509322	369830
1738	509627	369546
1739	509948	369272
1740	510228	368970
1741	510560	368705
1742	510847	368408
1743	511181	368144
1744	511506	367874
1745	511781	367567
1746	512111	367301
1747	512383	366992
1748	512753	366755
1749	513122	366515
1750	513453	366249
1751	513778	365979
1752	514095	365703
1753	514421	365432
1754	514725	365147
1755	515056	364880
1756	515409	364629
1757	515737	364360
1758	516033	364069
1759	516319	363770
1760	516636	363494
1761	516944	363210
1762	517247	362924
1763	517534	362626
1764	517860	362355
1765	518184	362083
1766	518507	361810
1767	518808	361522
1768	519165	361273
1769	519482	360996
1770	519825	360736
1771	520159	360471
1772	520483	360199
1773	520746	359884
1774	521073	359614
1775	521358	359314
1776	521687	359045
1777	522005	358768
1778	522327	358494
1779	522644	358217
1780	522977	357950
1781	523315	357687
1782	523633	357410
1783	523937	357123
1784	524266	356853
1785	524575	356570
1786	524920	356311
1787	525254	356045
1788	525582	355774
1789	525892	355491
1790	526228	355226
1791	526561	354958
1792	526891	354689
1793	527246	354436
1794	527569	354161
1795	527875	353876
1796	528218	353615
1797	528535	353336
1798	528830	353043
1799	529154	352769
1800	529455	352480
1801	529761	352194
1802	530055	351900
1803	530378	351625
1804	530702	351351
1805	531037	351084
1806	531324	350785
1807	531611	350487
1808	531921	350204
1809	532221	349913
1810	532533	349631
1811	532854	349355
1812	533157	349066
1813	533495	348801
1814	533817	348525
1815	534100	348224
1816	534427	347951
1817	534762	347684
1818	535145	347447
1819	535526	347209
1820	535865	346944
1821	536158	346649
1822	536471	346367
1823	536804	346097
1824	537117	345815
1825	537434	345535
1826	537744	345251
1827	538130	345015
1828	538429	344724
1829	538733	344436
1830	539032	344144
1831	539340	343859
1832	539687	343597
1833	540038	343339
1834	540352	343057
1835	540658	342770
1836	540967	342485
1837	541274	342198
1838	541578	341910
1839	541867	341612
1840	542173	341325
1841	542502	341052
1842	542786	340750
1843	543082	340457
1844	543438	340201
1845	543746	339915
1846	544054	339629
1847	544385	339357
1848	544700	339075
1849	545026	338800
1850	545342	338518
1851	545698	338262
1852	545989	337965
1853	546275	337665
1854	546628	337406
1855	546941	337123
1856	547262	336844
1857	547579	336564
1858	547919	336297
1859	548260	336030
1860	548557	335737
1861	548897	335470
1862	549197	335178
1863	549503	334890
1864	549833	334616
1865	550142	334330
1866	550437	334036
1867	550755	333755
1868	551119	333502
1869	551437	333221
1870	551754	332940
1871	552047	332644
1872	552370	332365
1873	552669	332073
1874	552985	331791
1875	553318	331518
1876	553618	331227
1877	553923	330938
1878	554222	330645
1879	554537	330362
1880	554862	330085
1881	555187	329808
1882	555487	329516
1883	555866	329271
1884	556199	328998
1885	556502	328708
1886	556830	328432
1887	557198	328180
1888	557534	327909
1889	557862	327633
1890	558182	327352
1891	558500	327070
1892	558835	326799
1893	559139	326509
1894	559442	326218
1895	559720	325913
1896	560036	325630
1897	560310	325322
1898	560604	325026
1899	560887	324724
1900	561230	324456
1901	561547	324173
1902	561869	323894
1903	562190	323613
1904	562494	323323
1905	562825	323048
1906	563135	322761
1907	563446	322475
1908	563746	322183
1909	564077	321908
1910	564407	321632
1911	564699	321335
1912	564991	321037
1913	565291	320745
1914	565588	320450
1915	565905	320168
1916	566220	319883
1917	566522	319592
1918	566828	319302
1919	567154	319024
1920	567461	318735
1921	567796	318462
1922	568180	318216
1923	568493	317930
1924	568795	317639
1925	569093	317345
1926	569392	317051
1927	569724	316776
1928	570064	316505
1929	570360	316210
1930	570637	315904
1931	570914	315598
1932	571206	315301
1933	571504	315007
1934	571794	314708
1935	572087	314411
1936	572412	314132
1937	572755	313863
1938	573082	313584
1939	573384	313292
1940	573675	312994
1941	573964	312695
1942	574284	312413
1943	574619	312138
1944	574917	311844
1945	575242	311564
1946	575558	311280
1947	575819	310966
1948	576118	310672
1949	576459	310401
1950	576761	310108
1951	577076	309823
1952	577384	309534
1953	577683	309240
1954	577983	308947
1955	578317	308672
1956	578609	308374
1957	578906	308079
1958	579157	307760
1959	579455	307466
1960	579767	307178
1961	580067	306885
1962	580372	306595
1963	580658	306294
1964	580984	306014
1965	581295	305727
1966	581614	305443
1967	581925	305156
1968	582267	304884
1969	582562	304588
1970	582879	304303
1971	583199	304021
1972	583533	303744
1973	583837	303453
1974	584131	303156
1975	584489	302893
1976	584782	302596
1977	585112	302318
1978	585454	302045
1979	585795	301773
1980	586152	301509
1981	586466	301222
1982	586777	300934
1983	587078	300640
1984	587392	300354
1985	587718	300074
1986	588018	299780
1987	588353	299503
1988	588657	299212
1989	588961	298920
1990	589254	298622
1991	589589	298346
1992	589905	298060
1993	590198	297763
1994	590510	297474
1995	590806	297179
1996	591127	296895
1997	591446	296611
1998	591771	296329
1999	592074	296037
2000	592372	295742
2001	592722	295473
2002	593032	295183
2003	593349	294898
2004	593657	294608
2005	593956	294313
2006	594274	294028
2007	594589	293741
2008	594905	293455
2009	595195	293155
2010	595501	292864
2011	595811	292575
2012	596110	292280
2013	596407	291985
2014	596720	291697
2015	597019	291402
2016	597331	291113
2017	597676	290841
2018	597960	290539
2019	598262	290246
2020	598551	289946
2021	598851	289652
2022	599202	289382
2023	599525	289099
2024	599807	288796
2025	600113	288504
2026	600396	288202
2027	600681	287900
2028	600958	287595
2029	601251	287297
2030	601552	287003
2031	601855	286710
2032	602208	286441
2033	602512	286149
2034	602807	285852
2035	603101	285554
2036	603413	285266
2037	603756	284992
2038	604078	284707
2039	604368	284408
2040	604639	284100
2041	604951	283811
2042	605268	283525
2043	605587	283239
2044	605880	282941
2045	606192	282652
2046	606507	282365
2047	606807	282070
2048	607086	281766
2049	607395	281475
2050	607720	281193
2051	608054	280914
2052	608375	280629
2053	608655	280325
2054	608944	280025
2055	609234	279726
2056	609567	279446
2057	609900	279167
2058	610190	278867
2059	610490	278573
2060	610764	278266
2061	611045	277963
2062	611398	277692
2063	611700	277399
2064	611984	277097
2065	612277	276799
2066	612552	276493
2067	612896	276218
2068	613197	275924
2069	613498	275629
2070	613824	275346
2071	614176	275075
2072	614485	274784
2073	614787	274490
2074	615068	274187
2075	615404	273908
2076	615683	273604
2077	615987	273311
2078	616268	273007
2079	616566	272711
2080	616848	272409
2081	617139	272110
2082	617473	271830
2083	617760	271530
2084	618090	271248
2085	618335	270929
2086	618595	270616
2087	618842	270299
2088	619100	269985
2089	619361	269674
2090	619615	269359
2091	619874	269046
2092	620124	268730
2093	620393	268422
2094	620666	268116
2095	620905	267795
2096	621170	267485
2097	621463	267187
2098	621730	266879
2099	622017	266578
2100	622283	266269
2101	622539	265956
2102	622788	265640
2103	623043	265326
2104	623311	265018
2105	623592	264716
2106	623868	264411
2107	624129	264100
2108	624391	263789
2109	624644	263475
2110	624897	263161
2111	625189	262863
2112	625494	262571
2113	625780	262271
2114	626091	261981
2115	626423	261700
2116	626723	261406
2117	627015	261108
2118	627356	260831
2119	627630	260525
2120	627912	260224
2121	628219	259932
2122	628569	259658
2123	628959	259401
2124	629314	259129
2125	629643	258846
2126	629893	258531
2127	630151	258219
2128	630409	257908
2129	630683	257603
2130	630947	257294
2131	631220	256988
2132	631493	256682
2133	631776	256381
2134	632040	256072
2135	632332	255774
2136	632579	255458
2137	632835	255147
2138	633112	254843
2139	633368	254531
2140	633628	254220
2141	633910	253919
2142	634150	253600
2143	634397	253285
2144	634670	252980
2145	634921	252666
2146	635162	252349
2147	635426	252040
2148	635695	251734
2149	635971	251430
2150	636245	251126
2151	636500	250814
2152	636762	250505
2153	637030	250198
2154	637288	249887
2155	637553	249580
2156	637822	249274
2157	638103	248972
2158	638364	248663
2159	638684	248377
2160	638997	248088
2161	639318	247802
2162	639617	247507
2163	639970	247234
2164	640261	246936
2165	640576	246648
2166	640899	246363
2167	641210	246073
2168	641482	245768
2169	641777	245472
2170	642125	245196
2171	642439	244907
2172	642748	244617
2173	643056	244326
2174	643338	244024
2175	643650	243735
2176	643967	243447
2177	644262	243151
2178	644566	242858
2179	644898	242576
2180	645213	242288
2181	645545	242005
2182	645876	241722
2183	646199	241437
2184	646476	241134
2185	646754	240831
2186	647062	240540
2187	647322	240231
2188	647595	239926
2189	647847	239614
2190	648111	239307
2191	648373	238998
2192	648635	238690
2193	648915	238389
2194	649190	238085
2195	649479	237787
2196	649782	237494
2197	650084	237201
2198	650371	236901
2199	650673	236608
2200	650995	236322
2201	651313	236034
2202	651603	235736
2203	651935	235454
2204	652267	235171
2205	652617	234895
2206	652939	234608
2207	653240	234314
2208	653551	234024
2209	653842	233726
2210	654190	233449
2211	654521	233166
2212	654821	232871
2213	655138	232582
2214	655138	232582
2215	655425	231988
2216	655680	231677
2217	655970	231379
2218	656304	231097
2219	656572	230791
2220	656890	230503
2221	657155	230196
2222	657413	229887
2223	657642	229568
2224	657887	229254
2225	658153	228948
2226	658392	228633
2227	658629	228317
2228	658900	228012
2229	659153	227702
2230	659394	227387
2231	659642	227075
2232	659879	226759
2233	660135	226450
2234	660386	226139
2235	660625	225824
2236	660870	225511
2237	661125	225202
2238	661372	224890
2239	661606	224573
2240	661856	224263
2241	662098	223949
2242	662352	223639
2243	662582	223322
2244	662825	223009
2245	663074	222698
2246	663324	222387
2247	663577	222078
2248	663822	221766
2249	664077	221457
2250	664321	221145
2251	664574	220835
2252	664863	220538
2253	665110	220227
2254	665370	219920
2255	665619	219610
2256	665867	219299
2257	666116	218989
2258	666382	218684
2259	666628	218373
2260	666911	218074
2261	667234	217788
2262	667623	217523
2263	668061	217274
2264	668472	217017
2265	668878	216757
2266	669265	216492
2267	669677	216234
2268	670059	215967
2269	670465	215707
2270	670875	215448
2271	671295	215192
2272	671744	214946
2273	672182	214696
2274	672583	214434
2275	672971	214167
2276	673363	213902
2277	673805	213652
2278	674223	213395
2279	674663	213145
2280	675111	212897
2281	675551	212646
2282	675962	212386
2283	676428	212143
2284	676882	211896
2285	677375	211661
2286	677868	211426
2287	678313	211175
2288	678801	210938
2289	679280	210698
2290	679770	210461
2291	680276	210229
2292	680764	209991
2293	681179	209730
2294	681625	209479
2295	682074	209228
2296	682539	208983
2297	682972	208727
2298	683449	208484
2299	683970	208255
2300	684411	208001
2301	684868	207752
2302	685382	207520
2303	685774	207250
2304	686150	206976
2305	686546	206708
2306	686934	206437
2307	687326	206168
2308	687818	205928
2309	688210	205658
2310	688671	205408
2311	689116	205154
2312	689481	204876
2313	689840	204596
2314	690187	204312
2315	690593	204045
2316	690961	203767
2317	691326	203489
2318	691769	203233
2319	692144	202957
2320	692570	202696
2321	692940	202418
2322	693322	202144
2323	693739	201880
2324	694160	201617
2325	694598	201358
2326	694994	201088
2327	695357	200808
2328	695758	200538
2329	696128	200260
2330	696505	199983
2331	697028	199749
2332	697510	199502
2333	697989	199254
2334	698394	198985
2335	698817	198721
2336	699278	198468
2337	699703	198204
2338	700171	197952
2339	700630	197698
2340	701157	197462
2341	701708	197233
2342	702167	196978
2343	702567	196706
2344	703002	196444
2345	703415	196176
2346	703820	195905
2347	704229	195636
2348	704725	195390
2349	705109	195113
2350	705553	194852
2351	705973	194585
2352	706389	194317
2353	706826	194054
2354	707269	193793
2355	707713	193531
2356	708129	193262
2357	708565	192999
2358	709041	192746
2359	709496	192487
2360	709948	192227
2361	710384	191963
2362	710852	191707
2363	711258	191434
2364	711768	191189
2365	712223	190929
2366	712693	190674
2367	713122	190407
2368	713553	190140
2369	713968	189869
2370	714364	189592
2371	714740	189311
2372	715112	189028
2373	715550	188762
2374	716017	188505
2375	716476	188244
2376	716893	187973
2377	717340	187709
2378	717784	187444
2379	718221	187178
2380	718650	186909
2381	719049	186632
2382	719438	186353
2383	719825	186073
2384	720243	185801
2385	720629	185520
2386	721020	185241
2387	721417	184963
2388	721890	184704
2389	722323	184435
2390	722711	184155
2391	723115	183878
2392	723490	183594
2393	723925	183325
2394	724369	183059
2395	724915	182817
2396	725380	182556
2397	725887	182304
2398	726368	182046
2399	726931	181808
2400	727426	181553
2401	727854	181281
2402	728264	181005
2403	728700	180734
2404	729096	180454
2405	729484	180172
2406	729907	179898
2407	730268	179609
2408	730631	179320
2409	731045	179043
2410	731446	178764
2411	731832	178480
2412	732212	178195
2413	732593	177911
2414	732976	177626
2415	733358	177342
2416	733728	177054
2417	734104	176768
2418	734484	176482
2419	734894	176204
2420	735299	175924
2421	735668	175636
2422	736078	175358
2423	736419	175063
2424	736776	174771
2425	737149	174484
2426	737538	174200
2427	737898	173909
2428	738229	173611
2429	738564	173314
2430	738899	173017
2431	739232	172720
2432	739572	172424
2433	739931	172133
2434	740295	171843
2435	740676	171557
2436	741109	171282
2437	741508	171000
2438	742059	170752
2439	742578	170497
2440	742986	170217
2441	743388	169934
2442	743851	169666
2443	744314	169397
2444	744760	169125
2445	745159	168841
2446	745659	168581
2447	746113	168310
2448	746501	168023
2449	746948	167750
2450	747432	167485
2451	747847	167205
2452	748219	166915
2453	748663	166641
2454	749141	166374
2455	749510	166083
2456	749936	165804
2457	750389	165531
2458	750791	165247
2459	751177	164959
2460	751610	164682
2461	752045	164404
2462	752432	164117
2463	752837	163833
2464	753237	163547
2465	753618	163258
2466	754048	162979
2467	754461	162697
2468	754860	162411
2469	755244	162122
2470	755663	161840
2471	756044	161550
2472	756370	161248
2473	756767	160962
2474	757122	160666
2475	757513	160378
2476	757876	160084
2477	758249	159792
2478	758613	159498
2479	758996	159208
2480	759343	158910
2481	759745	158624
2482	760188	158346
2483	760678	158079
2484	761159	157808
2485	761656	157541
2486	762097	157263
2487	762593	156995
2488	763020	156713
2489	763511	156444
2490	763912	156157
2491	764331	155873
2492	764719	155582
2493	765118	155294
2494	765504	155003
2495	765942	154723
2496	766283	154423
2497	766691	154136
2498	767119	153853
2499	767550	153571
2500	767950	153283
2501	768344	152993
2502	768709	152697
2503	769156	152417
2504	769566	152130
2505	769975	151843
2506	770383	151555
2507	770768	151263
2508	771161	150972
2509	771555	150682
2510	771972	150396
2511	772381	150108
2512	772810	149824
2513	773230	149538
2514	773690	149260
2515	774111	148974
2516	774537	148689
2517	775029	148416
2518	775501	148139
2519	775937	147856
2520	776308	147560
2521	776720	147271
2522	777064	146970
2523	777418	146671
2524	777745	146366
2525	778103	146067
2526	778496	145775
2527	778900	145485
2528	779228	145180
2529	779594	144883
2530	779963	144586
2531	780363	144294
2532	780737	143998
2533	781138	143707
2534	781527	143413
2535	781855	143108
2536	782218	142810
2537	782569	142509
2538	782934	142211
2539	783312	141915
2540	783631	141609
2541	784010	141313
2542	784394	141018
2543	784755	140719
2544	785084	140414
2545	785430	140112
2546	785770	139809
2547	786164	139515
2548	786489	139209
2549	786859	138912
2550	787190	138607
2551	787590	138314
2552	787970	138018
2553	788325	137717
2554	788756	137430
2555	789204	137145
2556	789645	136859
2557	790111	136577
2558	790549	136290
2559	791005	136007
2560	791448	135721
2561	791860	135429
2562	792374	135155
2563	792832	134871
2564	793221	134575
2565	793638	134284
2566	794050	133992
2567	794464	133700
2568	794896	133411
2569	795348	133125
2570	795745	132830
2571	796193	132544
2572	796640	132257
2573	797054	131964
2574	797439	131667
2575	797833	131371
2576	798215	131073
2577	798605	130776
2578	799033	130486
2579	799445	130192
2580	799843	129897
2581	800223	129598
2582	800613	129301
2583	801050	129011
2584	801450	128715
2585	801854	128420
2586	802254	128124
2587	802631	127825
2588	803019	127527
2589	803375	127224
2590	803734	126921
2591	804140	126626
2592	804540	126330
2593	804969	126038
2594	805372	125742
2595	805792	125449
2596	806202	125153
2597	806600	124856
2598	806961	124554
2599	807349	124255
2600	807691	123949
2601	808047	123645
2602	808444	123348
2603	808831	123049
2604	809246	122754
2605	809607	122451
2606	810029	122157
2607	810457	121863
2608	810856	121566
2609	811295	121274
2610	811650	120970
2611	812054	120672
2612	812438	120372
2613	812836	120074
2614	813230	119775
2615	813569	119468
2616	813893	119159
2617	814256	118855
2618	814707	118565
2619	815115	118267
2620	815548	117974
2621	815911	117670
2622	816280	117367
2623	816687	117069
2624	817066	116768
2625	817449	116467
2626	817903	116175
2627	818308	115877
2628	818724	115581
2629	819146	115284
2630	819505	114980
2631	819885	114678
2632	820276	114377
2633	820728	114085
2634	821169	113791
2635	821602	113496
2636	822006	113197
2637	822425	112900
2638	822875	112607
2639	823247	112303
2640	823637	112002
2641	824045	111703
2642	824441	111402
2643	824896	111109
2644	825306	110810
2645	825758	110517
2646	826208	110223
2647	826655	109929
2648	827064	109629
2649	827505	109334
2650	827946	109038
2651	828349	108738
2652	828724	108434
2653	829113	108131
2654	829493	107827
2655	829861	107522
2656	830220	107216
2657	830580	106909
2658	830934	106602
2659	831329	106300
2660	831701	105995
2661	832102	105693
2662	832559	105399
2663	832961	105097
2664	833348	104794
2665	833699	104486
2666	834062	104179
2667	834456	103876
2668	834817	103569
2669	835274	103274
2670	835645	102968
2671	836046	102666
2672	836439	102363
2673	836846	102062
2674	837278	101763
2675	837764	101471
2676	838248	101178
2677	838701	100882
2678	839154	100585
2679	839603	100288
2680	840045	99990
2681	840501	99693
2682	840920	99392
2683	841347	99092
2684	841753	98790
2685	842132	98484
2686	842551	98182
2687	842930	97876
2688	843309	97570
2689	843721	97268
2690	844110	96962
2691	844461	96653
2692	844875	96351
2693	845312	96051
2694	845723	95748
2695	846143	95446
2696	846528	95140
2697	846934	94836
2698	847341	94532
2699	847726	94226
2700	848144	93924
2701	848516	93616
2702	848864	93306
2703	849249	92999
2704	849636	92693
2705	850052	92390
2706	850462	92086
2707	850887	91783
2708	851299	91480
2709	851691	91174
2710	852139	90873
2711	852588	90573
2712	853017	90271
2713	853437	89968
2714	853876	89666
2715	854316	89365
2716	854762	89063
2717	855190	88761
2718	855681	88464
2719	856106	88161
2720	856573	87861
2721	856977	87555
2722	857335	87245
2723	857701	86935
2724	858104	86629
2725	858511	86323
2726	858941	86020
2727	859288	85708
2728	859659	85398
2729	860018	85087
2730	860349	84774
2731	860703	84462
2732	861123	84158
2733	861470	83846
2734	861827	83534
2735	862216	83226
2736	862566	82914
2737	862933	82604
2738	863261	82290
2739	863589	81976
2740	863964	81666
2741	864308	81354
2742	864677	81043
2743	865036	80732
2744	865344	80416
2745	865714	80106
2746	866122	79799
2747	866500	79489
2748	866871	79179
2749	867231	78867
2750	867624	78559
2751	868019	78251
2752	868438	77944
2753	868914	77643
2754	869354	77339
2755	869719	77027
2756	870146	76721
2757	870560	76414
2758	870973	76107
2759	871367	75798
2760	871762	75489
2761	872178	75182
2762	872560	74872
2763	872928	74560
2764	873311	74250
2765	873698	73940
2766	874075	73629
2767	874502	73322
2768	874904	73014
2769	875332	72707
2770	875743	72398
2771	876136	72089
2772	876522	71778
2773	876941	71470
2774	877336	71161
2775	877718	70850
2776	878124	70540
2777	878539	70232
2778	878979	69926
2779	879378	69616
2780	879797	69307
2781	880235	69000
2782	880611	68688
2783	880995	68377
2784	881408	68068
2785	881798	67757
2786	882186	67446
2787	882561	67134
2788	882930	66821
2789	883394	66515
2790	883782	66204
2791	884223	65896
2792	884652	65588
2793	885050	65277
2794	885428	64965
2795	885891	64658
2796	886280	64347
2797	886692	64037
2798	887044	63722
2799	887415	63409
2800	887798	63097
2801	888167	62783
2802	888577	62473
2803	888967	62161
2804	889340	61847
2805	889713	61534
2806	890069	61220
2807	890424	60905
2808	890774	60590
2809	891139	60276
2810	891549	59965
2811	891876	59648
2812	892255	59335
2813	892602	59020
2814	892942	58704
2815	893313	58390
2816	893712	58078
2817	894085	57764
2818	894486	57452
2819	894858	57138
2820	895239	56825
2821	895610	56511
2822	895951	56195
2823	896383	55885
2824	896803	55573
2825	897136	55257
2826	897500	54942
2827	897882	54628
2828	898243	54313
2829	898610	53999
2830	898992	53685
2831	899404	53373
2832	899833	53062
2833	900236	52749
2834	900632	52436
2835	901043	52123
2836	901464	51811
2837	901841	51497
2838	902222	51183
2839	902640	50870
2840	903037	50557
2841	903468	50245
2842	903924	49935
2843	904385	49625
2844	904804	49312
2845	905247	49001
2846	905247	49001
2847	905512	48361
2848	905743	48039
2849	905993	47717
2850	906309	47399
2851	906549	47076
2852	906814	46756
2853	907057	46434
2854	907317	46113
2855	907555	45791
2856	907790	45468
2857	908049	45148
2858	908288	44826
2859	908544	44505
2860	908771	44183
2861	909002	43860
2862	909236	43539
2863	909471	43217
2864	909718	42896
2865	909971	42575
2866	910197	42253
2867	910441	41932
2868	910670	41610
2869	910900	41289
2870	911158	40968
2871	911408	40648
2872	911652	40327
2873	911896	40006
2874	912149	39686
2875	912386	39365
2876	912632	39044
2877	912882	38724
2878	913137	38404
2879	913387	38084
2880	913648	37764
2881	913896	37444
2882	914154	37124
2883	914425	36805
2884	914708	36486
2885	914985	36167
2886	915226	35847
2887	915460	35527
2888	915710	35207
2889	915969	34888
2890	916221	34568
2891	916476	34248
2892	916712	33928
2893	916977	33609
2894	917241	33290
2895	917535	32972
2896	917825	32654
2897	918085	32335
2898	918351	32017
2899	918686	31700
2900	919075	31386
2901	919527	31073
2902	919975	30760
2903	920462	30449
2904	920906	30136
2905	921303	29821
2906	921744	29508
2907	922210	29195
2908	922625	28881
2909	923073	28568
2910	923482	28253
2911	923899	27939
2912	924298	27624
2913	924666	27308
2914	925041	26992
2915	925506	26678
2916	925966	26365
2917	926492	26053
2918	926991	25740
2919	927438	25426
2920	927935	25113
2921	928385	24799
2922	928858	24485
2923	929327	24171
2924	929735	23855
2925	930143	23539
2926	930595	23225
2927	931031	22909
2928	931469	22594
2929	931890	22278
2930	932323	21963
2931	932674	21645
2932	933058	21328
2933	933454	21012
2934	933918	20697
2935	934406	20382
2936	934911	20067
2937	935440	19753
2938	935946	19439
2939	936445	19124
2940	936891	18807
2941	937333	18491
2942	937809	18175
2943	938242	17859
2944	938659	17542
2945	939050	17224
2946	939431	16906
2947	939803	16588
2948	940207	16270
2949	940623	15953
2950	941030	15635
2951	941442	15318
2952	941851	15000
2953	942224	14682
2954	942593	14363
2955	942930	14045
2956	943315	13726
2957	943678	13408
2958	944026	13089
2959	944394	12770
2960	944796	12452
2961	945173	12133
2962	945553	11815
2963	945948	11497
2964	946268	11177
2965	946614	10858
2966	946991	10539
2967	947376	10221
2968	947753	9902
2969	948077	9582
2970	948454	9264
2971	948822	8945
2972	949185	8626
2973	949584	8307
2974	949941	7988
2975	950337	7669
2976	950707	7350
2977	951101	7030
2978	951500	6711
2979	951952	6393
2980	952400	6074
2981	952837	5755
2982	953254	5436
2983	953613	5116
2984	953997	4797
2985	954404	4477
2986	954816	4158
2987	955260	3838
2988	955668	3519
2989	956042	3199
2990	956449	2879
2991	956832	2560
2992	957241	2240
2993	957631	1920
2994	957969	1600
2995	958310	1280
2996	958674	960
2997	959070	640
2998	959422	320
2999	959821	0
